Global Rank,Stars,Username,Country,Country Rank,Rating,Highest Rating,Fully Solved,Partially Solved,Last Contest,Institute
7606,4,gauravsingh,India,52230,1913,2030,140,13,20200829 223002,
7606,4,ritikaja,India,52230,1913,1913,20,4,20200530 223002,Delhi Technological University
7606,4,vyankateshmund,India,52230,1913,1913,56,13,20200713 150000,Pune Institute of Computer Technology
7606,4,tanishktonk,India,52230,1913,1940,49,12,20200713 150000,Indian Institute of Information Technology Design and ManufacturingKurnool
7606,4,harshverma,India,52230,1913,1913,55,2,20200817 150002,Technocrats Institute Of TechnologyBhopal
7606,4,vishichoudhary,India,52230,1913,1983,18,4,20171028 223000,Government Polytechnic Hamirpur Baru
7606,4,akashpatil219,India,52230,1913,2024,226,21,20200323 000000,Pune Institute of Computer Technology
7606,4,killg123,India,52230,1913,1913,49,4,20200725 223002,The LNM Institute of Information TechnologyJaipur
7606,4,sanyam2248,India,52230,1913,1956,75,6,20200720 000000,Indian Institute of Technology Roorkee
7606,4,jayeshkhemka,India,52230,1913,1941,177,10,20200713 150000,Harcourt Butler Technical UniversityKanpur
7606,4,mkwnkm,Japan,910,1913,2079,159,6,20151214 150000,Others
7606,4,aakash10399,India,52230,1913,1913,71,1,20191216 150200,Manipal Institute of TechnologyManipal
7606,4,satya16319,India,52230,1913,1955,151,20,20200713 150000,Indian Institute of Technology Kharagpur
7606,4,kanakiken,India,52230,1913,1913,40,10,20200817 150000,Motilal Nehru National Institute of Technology Allahabad
7606,4,progokcoe,India,52230,1913,1913,69,8,20200615 150000,Indian Institute of Technology Bombay
7606,4,kartiktyagi428,India,52230,1913,1913,97,8,20190812 150000,Jaypee Institute of Information Technology
7606,4,rishi1001,India,52230,1913,1913,60,11,20200829 223000,Indian Institute of Technology Delhi
7606,4,ragnar,India,52230,1913,2030,108,8,20160919 000000,Indian Institute of Technology Bombay
7606,4,manumeral80,India,52230,1913,1913,87,15,20170518 150000,Indian Institute of Engineering Science and TechnologyShibpur
7606,4,namarsood,India,52230,1913,1913,82,5,20161212 150000,Thapar Institute of Engineering  Technology
7606,4,deadfire,India,52230,1913,1913,18,5,20180929 223000,
7606,4,ankit572000,India,52230,1913,2062,195,37,20200113 150000,National Institute of Technology Warangal
7606,4,fkint,Belgium,40,1913,1968,103,0,20140414 150000,Katholieke Universiteit LeuvenBelgium
7606,4,preyam,India,52230,1913,1957,59,7,20200817 150000,Indian Institute of Technology Kharagpur
7606,4,nwecodre,India,52230,1913,1913,69,2,20200725 223002,
7606,4,hitesh159,India,52230,1913,1913,40,7,20180312 150001,University School of InformationCommunication and Technology
7606,4,jainil4801,India,52230,1913,1913,74,20,20200217 150002,Indian Institute of Information Technology Vadodara
7606,4,nanu2503,India,52230,1913,1945,67,10,20200713 150000,Indian Institute of Technology Dhanbad
7606,4,burst101,India,52230,1913,2089,45,2,20200829 223000,Netaji Subhas University Of Technology
7606,4,sunnyshah28,India,52230,1913,1966,138,4,20180514 150000,Morgan Stanley
7606,4,devansh5398,India,52230,1913,1921,82,9,20200829 223000,Indian Institute of Technology Dhanbad
7606,4,omnanwani2405,India,52230,1913,1913,25,9,20200413 173000,National Institute of Technology Warangal
7606,4,noobie27,India,52230,1913,1913,49,2,20190812 150000,Northeastern University
7606,4,incpractice,India,52230,1913,1913,22,0,20191014 150002,
7606,4,mr234,Vietnam,970,1913,1913,11,1,20180122 000000,Chu Van An Highschool
7606,4,jaguar1234,India,52230,1913,1913,56,18,20200817 150000,Indian Institute of Information TechnologyNagpur
7606,4,subhasis10,India,52230,1913,1913,140,30,20180115 150000,
7606,4,ishaanawasthi,Pakistan,40,1913,1913,19,3,20180319 000001,Indian Institute of Information TechnologyKota
7606,4,palash07,India,52230,1913,1913,55,18,20200615 150000,National Institute of Technology Warangal
7606,4,gauravnuti,India,52230,1913,1918,20,4,20180816 233000,Indraprastha Institute of Information TechnologyDelhi
7606,4,pritesh0411,India,52230,1913,1913,27,2,20200525 000000,Indian Institute of Technology Indore
7606,4,ankur1903,India,52230,1913,1923,34,7,20200627 223000,Netaji Subhas University Of Technology
7606,4,shubham0408,India,52230,1913,1913,70,3,20190325 000000,Birla Institute of Technology  Science PilaniGoa Campus
7606,4,navneel99,India,52230,1913,1962,81,17,20200713 150000,Indian Institute of Technology Delhi
7606,4,karad1818,India,52230,1913,2020,171,24,20200829 223000,Raksha Shakti University
7606,4,pruthvisheuph,India,52230,1913,1913,29,4,20190313 150000,PES University
7658,4,anunaychandra,India,52680,1912,1912,101,12,20190415 150000,Delhi Technological University
7658,4,codecook09,India,52680,1912,2020,139,12,20200713 150000,Birla Institute of Technology  Science PilaniGoa Campus
7658,4,neerajsharma1,India,52680,1912,1912,22,4,20200829 223000,Institute of Engineering and TechnologyLucknow
7658,4,hsiam261,Bangladesh,1730,1912,1912,32,1,20200817 150000,Bangladesh University of Engineering and Technology
7658,4,coder8827,India,52680,1912,1912,14,5,20200615 150000,Indian Institute of Technology Delhi
7658,4,gagan2310,India,52680,1912,2028,53,25,20200829 223000,Indian Institute of Technology Bhilai
7658,4,diradon,India,52680,1912,1912,87,4,20191026 230002,Indian Institute of Technology Kharagpur
7658,4,qwertyboy,United States,1580,1912,1912,77,7,20181112 150002,Madhav Institute of Technology and ScienceGwalior
7658,4,amz42,India,52680,1912,1912,24,5,20200824 001500,ABES Engineering College
7658,4,sherlockeed,India,52680,1912,1912,35,4,20200720 000002,
7658,4,decentboy,India,52680,1912,1912,49,2,20181020 150003,
7658,4,ineverquit,India,52680,1912,1912,18,2,20191223 003000,Delhi Technological University
7658,4,ani310,India,52680,1912,1976,136,2,20160919 000000,National Institute of Technology Karnataka
7658,4,mahakal18,India,52680,1912,1912,85,9,20200829 223002,
7658,4,alexeysubach,Belarus,540,1912,2282,133,3,20181112 150000,Belarusian State University
7658,4,ceejay,India,52680,1912,1995,80,9,20191111 150000,Indian Institute of Information TechnologyLucknow
7658,4,piyush4342,India,52680,1912,1936,145,22,20190213 150000,National Institute of TechnologyDurgapur
7658,4,cigarette,India,52680,1912,1912,38,1,20200114 003000,National Institute of Technology Silchar
7658,4,sanzee,Canada,380,1912,1912,32,0,20141124 000000,
7658,4,cfdxw,India,52680,1912,2039,223,32,20200530 223000,Amazon
7658,4,adi1996,India,52680,1912,1931,137,19,20170612 150000,Motilal Nehru National Institute of Technology Allahabad
7658,4,charis02,Cyprus,40,1912,1912,75,2,20200615 150000,Polemidia Lyceum
7658,4,yylex,India,52680,1912,1912,17,2,20160915 150000,Birla Institute of Technology  Science PilaniGoa Campus
7658,4,ayushpatiala,India,52680,1912,1912,45,4,20190415 150002,Dr BR Ambedkar National Institute of Technology
7658,4,prvn123,India,52680,1912,1912,32,1,20190223 223000,Indian Institute of Technology Patna
7658,4,knot,India,52680,1912,1912,36,11,20170612 150000,Indian Institute of Technology Mandi
7658,4,simardeepsingh,India,52680,1912,1912,31,3,20180514 150002,Government
7658,4,fakvarl,Ukraine,750,1912,1912,15,0,20170818 150000,National University of Lviv
7658,4,mayankag123,India,52680,1912,1987,184,4,20200829 223002,International Institute of Information TechnologyHyderabad
7658,4,ank5292,India,52680,1912,1912,20,4,20191014 150002,Thakur College of Engineering and Technology
7658,4,saintlyk1d,India,52680,1912,1912,29,4,20200829 223000,Indian Institute of Technology Kharagpur
7658,4,utkrisht3108,India,52680,1912,1912,199,15,20200817 150000,Birla Institute of Technology Mesra
7658,4,suyash888,India,52680,1912,1963,148,18,20200615 150000,IMS Engineering CollegeGhaziabadDelhi NCR
7658,4,kartik1111,India,52680,1912,1912,24,3,20200713 150002,International Institute of Information TechnologyHyderabad
7658,4,youssef29,Egypt,310,1912,1912,144,4,20200511 150002,Ain Shams University
7658,4,punitsingh,India,52680,1912,1912,104,0,20130121 002000,Adobe SystemsNoida
7658,4,shivamsood29,India,52680,1912,1930,41,4,20200217 150002,International Institute of Information TechnologyHyderabad
7658,4,manjeet,India,52680,1912,1929,66,4,20190114 150000,Dr Ambedkar Institute of Technology for HandicappedKanpur
7658,4,bhargava54,India,52680,1912,1912,164,19,20170219 150000,Gayatri Vidya Parishad College of Engineering
7658,4,shu2806,India,52680,1912,1956,38,5,20200824 001500,Indian Institute of Technology Guwahati
7658,4,k15acmicpc,Japan,920,1912,1912,89,4,20190422 000000,The University of Tokyo
7658,4,varadadesikan1,India,52680,1912,1912,58,14,20181022 000002,International Institute of Information TechnologyBangalore
7658,4,amitdwivedi,India,52680,1912,2063,146,8,20200217 150000,National Institute of Technology Silchar
7658,4,harryapotter,Vietnam,980,1912,1912,27,2,20180312 150001,FPT UniversityVietnam
7658,4,gvrkartik1,India,52680,1912,1912,22,3,20200817 150000,National Institute of TechnologyRourkela
7658,4,fahadmd16,India,52680,1912,1912,80,12,20200413 173000,Indian Institute of Engineering Science and TechnologyShibpur
7658,4,dudeperfect5,India,52680,1912,1915,117,13,20200824 001502,Graphic Era University
7658,4,pranavraj219,India,52680,1912,1920,108,4,20180312 150001,Birla Institute of Technology Mesra
7658,4,vaibhav440,India,52680,1912,1912,62,3,20180417 150000,Dr BR Ambedkar National Institute of Technology
7658,4,yusufi123,India,52680,1912,1912,121,23,20180417 150000,University of Engineering and Management
7658,4,yaman47,India,52680,1912,1912,31,3,20190722 000000,Indian Institute of Technology BHU
7658,4,thedudebro29,United States,1580,1912,1913,41,5,20200120 000000,
7658,4,namitkrarya,India,52680,1912,1912,34,3,20180611 150005,Indian Institute of Technology Guwahati
7658,4,domen111,Taiwan,410,1912,1994,34,6,20160215 150000,National Tainan First Senior High School
7720,4,karthik28,India,53120,1911,1983,71,5,20200817 150000,Velammal Engineering College
7720,4,shristiraj,India,53120,1911,2021,120,9,20200622 000000,Indian Institute of Technology BHU
7720,4,sanchit007,India,53120,1911,1934,48,4,20200829 223000,Indian Institute of Technology Kharagpur
7720,4,rainair,China,2080,1911,1911,31,1,20200615 150002,Linyi No1 Middle School
7720,4,slimshady5739,India,53120,1911,1911,78,4,20190812 150000,
7720,4,vigneshrc,India,53120,1911,1911,173,8,20200713 150000,Sri Sivasubramaniya Nadar College of EngineeringChennai
7720,4,whojeetu,India,53120,1911,2060,194,20,20200829 223002,Indian Institute of Technology Ropar
7720,4,jishnu2323,India,53120,1911,1911,65,7,20200713 150000,Indraprastha Institute of Information TechnologyDelhi
7720,4,sandeep2795,India,53120,1911,1983,111,11,20171023 000000,Netaji Subhas University Of Technology
7720,4,isa67719,India,53120,1911,1911,23,5,20200413 173002,Jamia Millia Islamia
7720,4,codexacker,India,53120,1911,1994,87,18,20200829 223000,National Institute of TechnologyKurukshetra
7720,4,aadichaudhari1,India,53120,1911,1985,362,27,20171028 223000,National Institute of Technology Warangal
7720,4,susheel17,India,53120,1911,1911,83,9,20200217 150000,Institute of Engineering and TechnologyLucknow
7720,4,rishav13021997,India,53120,1911,1911,33,0,20161121 000000,National Institute of Technology Jamshedpur
7720,4,paroothisumit,India,53120,1911,2055,147,11,20180716 150000,Motilal Nehru National Institute of Technology Allahabad
7720,4,kuly4sh,India,53120,1911,1911,21,2,20200725 223002,Indian Institute of Technology Kanpur
7720,4,deeptaneel222,India,53120,1911,1911,28,7,20200817 150000,Meghnad Saha Institute of TechnologyKolkata
7720,4,skatecode007,India,53120,1911,1911,106,7,20200615 150000,National Institute of Technology Warangal
7720,4,jman401,United States,1600,1911,1911,18,0,20200720 000000,
7720,4,dhana,United States,1600,1911,1911,214,6,20171016 150000,Amazon
7720,4,previus,Peru,300,1911,2340,310,22,20190715 150000,Wolfram Research
7720,4,ajsj7598,India,53120,1911,2023,72,8,20200425 224000,Indian Institute of Technology Madras
7720,4,luschroe,Germany,240,1911,1912,18,1,20200217 150000,University of Potsdam
7720,4,japteg2698,India,53120,1911,1959,78,24,20190114 150000,Jaypee Institute of Information Technology
7720,4,sisu,Japan,930,1911,1911,19,0,20170518 150000,Google
7720,4,wolvorine8569,India,53120,1911,1911,176,22,20200817 150000,Deenbandhu Chhotu Ram University of Science and TechnologyMurthal
7720,4,dawnavd,India,53120,1911,2064,328,7,20160222 003000,Uber Technologies Inc
7720,4,xorbitinf2001,India,53120,1911,1911,34,6,20200615 150000,National Institute of Technology Warangal
7720,4,pratik209,India,53120,1911,1973,157,30,20200716 001500,Indian Institute of Technology Mandi
7720,4,am10,India,53120,1911,2006,129,9,20190114 200000,Indian Institute of Technology Patna
7720,4,ravisumit33,India,53120,1911,1974,66,3,20191111 150000,Indian Institute of Technology Guwahati
7720,4,c0dingislife,India,53120,1911,1911,25,2,20200829 223002,National Institute of Technology Jamshedpur
7720,4,abhardwaj1998,India,53120,1911,1962,131,5,20181022 000000,Indian Institute of Technology Guwahati
7720,4,snehaalgupta,India,53120,1911,1911,41,5,20200421 000002,The LNM Institute of Information TechnologyJaipur
7720,4,archithadge,India,53120,1911,1911,68,17,20200713 150000,Vishwakarma Institute of TechnologyPune
7720,4,c0d3dragon,India,53120,1911,1911,33,3,20180312 150000,Indian Institute of Technology Bombay
7720,4,danielsam458,India,53120,1911,1911,205,16,20200615 150000,Vignans Institute Of Information TechnologyVisakhapatnam
7720,4,mrmastermind,India,53120,1911,1911,22,4,20200829 223002,Seth Anandram Jaipuria School
7720,4,akman10,India,53120,1911,1933,108,15,20200511 150000,Govind Ballabh Pant Engineering CollegePauri Garhwal
7720,4,jogidhruv21,India,53120,1911,1911,89,6,20180212 150000,Birla Institute of Technology  Science PilaniGoa Campus
7720,4,sahi1422,India,53120,1911,1978,110,19,20200627 223000,Pune Institute of Computer Technology
7765,4,pydev,India,53480,1910,1941,81,12,20200817 150000,Bundelkhand Institute of Engineering and Technology
7765,4,rohankr,India,53480,1910,1979,197,38,20180219 000000,Heritage Institute of TechnologyKolkata
7765,4,mubtasim91,Bangladesh,1740,1910,1910,52,6,20200829 223000,Feni Government College
7765,4,foolforcs,India,53480,1910,2096,157,5,20161017 150000,Indian Institute of Technology BHU
7765,4,codechefrishu,India,53480,1910,1983,177,26,20161017 150000,National Institute of TechnologyKurukshetra
7765,4,confident,India,53480,1910,1920,78,15,20190313 150000,Netaji Subhas University Of Technology
7765,4,ydeepak1889,India,53480,1910,1921,136,9,20170612 150000,Indian Institute of Information TechnologyAllahabad
7765,4,utkarsh1997,India,53480,1910,2191,489,28,20200817 150002,Yahoo Japan
7765,4,godss,India,53480,1910,1910,61,2,20200829 223002,Indian Institute of Technology Patna
7765,4,hacking,India,53480,1910,2073,126,14,20190416 000000,Delhi Technological University
7765,4,manish5596,India,53480,1910,1910,57,4,20181020 150003,Indian Institute of Technology Ropar
7765,4,ravan9,India,53480,1910,1910,20,2,20200819 233000,Indian Institute of Technology Guwahati
7765,4,nehal1207,India,53480,1910,1910,27,4,20200713 150002,Indian Institute of Technology Dhanbad
7765,4,patheticcond,India,53480,1910,1910,46,4,20200824 001502,Indian Institute of Technology Dhanbad
7765,4,anonymous9999,India,53480,1910,1910,20,4,20191014 150002,JSS Academy of Technical EducationNoida
7765,4,decode876,India,53480,1910,1910,61,8,20191014 150000,
7765,4,subho01santra,India,53480,1910,1910,272,8,20200615 150000,National Institute of TechnologyDurgapur
7765,4,prabhakar987,India,53480,1910,1910,40,5,20200819 233000,Indian Institute of Technology Delhi
7765,4,kumarayush142,India,53480,1910,2024,89,10,20200316 150000,Indian Institute of Technology Kharagpur
7765,4,kvaluruk,India,53480,1910,1964,21,3,20190121 000000,Delhi Technological University
7765,4,varunmundale,India,53480,1910,1921,16,2,20190121 000000,International Institute of Information TechnologyHyderabad
7765,4,kk2agnihotri,India,53480,1910,1922,192,22,20200817 150000,University School of InformationCommunication and Technology
7765,4,bitz43,India,53480,1910,1910,142,23,20200511 150000,Maharaja Agrasen Institute of TechnologyNew Delhi
7765,4,gajendra94,India,53480,1910,1910,51,1,20150216 150000,National Institute of Technology Warangal
7765,4,chefkeshav,India,53480,1910,2061,75,13,20190812 150000,National Institute of Technology Patna
7765,4,vedhu63w,India,53480,1910,1945,69,2,20150112 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
7765,4,aniruddhanitb,India,53480,1910,1910,176,7,20150628 140000,Maulana Azad National Institute of TechnologyBhopal
7765,4,salil03,India,53480,1910,1910,264,16,20200829 223002,Dixit Road Junior College of Science
7765,4,gabrielcamargo,Brazil,520,1910,1910,41,11,20180417 150000,University of S
7765,4,jainbishay,India,53480,1910,1910,50,10,20200829 223002,Indian Institute of Technology Dhanbad
7765,4,mysterycoder,India,53480,1910,1910,86,4,20200622 000002,Indian Institute of Technology Bombay
7765,4,maskedtitan007,India,53480,1910,1910,19,3,20200615 150000,Visvesvaraya National Institute of TechnologyNagpur
7765,4,treeone,Japan,940,1910,1910,13,2,20180611 150005,Kyushu UniversityJapan
7765,4,saumg,India,53480,1910,1910,45,1,20190923 000000,Indian Institute of Technology Bombay
7765,4,nishverma11,India,53480,1910,1910,41,2,20190715 150000,Indian Institute of Technology Roorkee
7765,4,sombls,India,53480,1910,1911,171,17,20200413 173000,Samsung Research Institute NoidaSRIN
7765,4,ankeshiitkgp,India,53480,1910,1910,69,0,20141020 001000,Indian Institute of Technology Kharagpur
7805,4,shivaram22,India,53820,1909,1909,26,2,20200725 223002,Indian Institute of Technology Madras
7805,4,namanlal123,India,53820,1909,2001,95,16,20180219 000000,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
7805,4,vision11,India,53820,1909,1910,21,3,20200829 223000,Lovely Professional University
7805,4,shivjustprac,India,53820,1909,1909,35,1,20200511 150000,Delhi Technological University
7805,4,mitansh1398,India,53820,1909,1909,43,4,20191021 000000,Indian Institute of Technology Guwahati
7805,4,tapo300,India,53820,1909,1970,52,5,20191015 180000,Indian Institute of Information TechnologyAllahabad
7805,4,prakharuniyal,India,53820,1909,2086,63,7,20200713 150000,Indian Institute of Technology Mandi
7805,4,tarangparikh,India,53820,1909,1924,73,6,20200720 000000,International Institute of Information TechnologyBangalore
7805,4,coolkps,India,53820,1909,1909,18,5,20181218 010202,Sears Holdings Corporation
7805,4,nitin12388,India,53820,1909,1912,91,8,20170518 150000,Motilal Nehru National Institute of Technology Allahabad
7805,4,technorocks,India,53820,1909,2004,73,11,20150921 000000,Jaypee Institute of Information Technology
7805,4,anuragcse,India,53820,1909,1923,183,8,20190916 150000,Indian Institute of Technology BHU
7805,4,p1rat,Russia,1580,1909,1909,16,2,20190928 223002,luceum 31
7805,4,bktl99,Kyrgyzstan,30,1909,2187,115,11,20170717 150000,Bishkek Kyrgyz Turkish Chingiz Aytmatov Lyceum
7805,4,prbeyonder,Vietnam,990,1909,1909,24,1,20151116 150000,Ho Chi Minh City University of Science
7805,4,shivams01,India,53820,1909,1968,114,11,20200824 001500,Indian Institute of Information Technology Manipur
7805,4,ksskreddy2015,India,53820,1909,2098,159,22,20190624 000000,Indian Institute of Technology Kharagpur
7805,4,arvind27,India,53820,1909,1909,40,3,20200720 000002,Indian Institute of Technology BHU
7805,4,aangairbender,Ukraine,760,1909,2146,45,2,20180319 000000,Taras Shevchenko National University of Kyiv
7805,4,ashu2610,India,53820,1909,1909,29,7,20200615 150000,Gurukul Kangri VishwavidyalayaHaridwarUtterakhand
7805,4,vaibhav0808,India,53820,1909,2083,280,37,20191228 223000,Myntracom
7805,4,tejasjd78,India,53820,1909,1909,39,6,20200413 173002,Indian Institute of Information TechnologyDesign and ManufacturingJabalpur
7805,4,rahulchugh,India,53820,1909,1909,13,0,20200217 150002,Indian Institute of Technology Kharagpur
7805,4,iamsexy,Bangladesh,1750,1909,2171,160,20,20170911 150000,Bangladesh University of Engineering and Technology
7805,4,childhood,India,53820,1909,1929,51,4,20200829 223000,Indian Institute of Technology Dhanbad
7805,4,bhonesh1998,India,53820,1909,1909,91,3,20181027 000000,Motilal Nehru National Institute of Technology Allahabad
7805,4,shivamr1511,India,53820,1909,1909,54,6,20200413 173002,Pranveer Singh Institute of TechnologyKanpur
7805,4,garou,India,53820,1909,1909,26,2,20200622 000002,Motilal Nehru National Institute of Technology Allahabad
7805,4,nexes007,India,53820,1909,2022,89,14,20160725 000000,Indian Institute of Information TechnologyAllahabad
7805,4,vijayphoenix,India,53820,1909,1909,20,2,20180924 000000,Indian Institute of TechnologyHyderabad
7805,4,singhpankaj079,India,53820,1909,1909,34,2,20200217 150000,National Institute of TechnologyUttarakhand
7805,4,mayankbajaj269,India,53820,1909,1950,197,17,20180417 150000,Delhi Technological University
7805,4,kaneki99,India,53820,1909,1909,106,13,20200713 150002,Shri Guru Gobind Singhji Institute of Engineering and Technology
7805,4,ashutoshnitm,India,53820,1909,1909,166,12,20180611 150005,
7805,4,zhongzihao,China,2090,1909,1909,19,1,20200713 150002,Beihang University
7805,4,onkarnandedkar,India,53820,1909,1992,173,37,20180514 150000,Gyan Mata Vidya Vihar High SchoolNear AirportKamta RoadNasratpurNanded
7805,4,wittyshreya10,India,53820,1909,1909,30,1,20181224 000002,Podar International School
7805,4,saymyname,India,53820,1909,2087,142,9,20190415 150000,National Institute of TechnologyKurukshetra
7805,4,hsharma,India,53820,1909,1957,92,6,20180514 150002,Institute of Engineering and TechnologyDevi Ahilya Vishwavidyalaya
7805,4,agarwalvishu63,India,53820,1909,1909,64,10,20200525 000002,Delhi Technological University
7805,4,zeki,United States,1620,1909,1909,62,3,20200627 223002,Cypress Woods High School
7805,4,hawk18,India,53820,1909,2062,93,12,20200615 150000,
7805,4,abhi131298,India,53820,1909,1909,36,3,20190213 150002,Thapar Institute of Engineering  Technology
7805,4,andreslelc,Colombia,70,1909,1909,65,3,20191223 003002,University of Los AndesColombia
7805,4,hattori392916,India,53820,1909,2040,22,1,20200530 223000,College of EngineeringGuindy
7805,4,jura7,Croatia,80,1909,1909,96,13,20171028 223000,Gimnazija Josipa Slavenskog akovec
7805,4,sid1805,India,53820,1909,1909,62,5,20200413 173002,Jaypee Institute of Information Technology
7805,4,rmiiest,India,53820,1909,1909,83,17,20200829 223002,Indian Institute of Engineering Science and TechnologyShibpur
7805,4,hotshot9966,India,53820,1909,1909,37,10,20150413 150000,Dr BR Ambedkar National Institute of Technology
7805,4,shivanshu97,India,53820,1909,1909,44,4,20200713 150000,Ajay Kumar Garg Engineering College
7856,4,zlatan09,India,54230,1908,1908,43,5,20180618 000005,Indian Institute of Technology Kharagpur
7856,4,raviraj3990,India,54230,1908,1908,120,12,20190819 000002,
7856,4,alisjain,India,54230,1908,2122,213,18,20190923 000002,Indian Institute of Technology BHU
7856,4,scaars13,India,54230,1908,1908,24,9,20170717 150000,
7856,4,amitsyadav,India,54230,1908,1949,133,23,20200716 001500,Vidyavardhinis College of Engineering and Technology
7856,4,harshit128,India,54230,1908,1957,75,9,20200829 223000,Motilal Nehru National Institute of Technology Allahabad
7856,4,sbatra,India,54230,1908,1908,38,3,20200217 150002,Thapar Institute of Engineering  Technology
7856,4,samayvar,India,54230,1908,2066,56,9,20200725 223000,Indian Institute of Technology Guwahati
7856,4,souravjain,India,54230,1908,1908,40,3,20191021 000000,Birla Institute of Technology Mesra
7856,4,sananth12,India,54230,1908,1940,241,15,20150413 150000,National Institute of Technology Tiruchirappalli
7856,4,devamanyu,India,54230,1908,2108,158,27,20151025 140000,National Institute of Technology Warangal
7856,4,khiladi764,India,54230,1908,1908,42,3,20190422 000000,Delhi Technological University
7856,4,omoomo,India,54230,1908,1908,16,1,20200713 150002,Indian Institute of Technology BHU
7856,4,g0dofshinobi,India,54230,1908,1958,25,1,20190330 223000,Army Institute of Technology
7856,4,jdtc,India,54230,1908,1908,49,12,20190812 150000,Vellore Institute of TechnologyVellore
7856,4,sharad07,India,54230,1908,2041,219,37,20170612 150000,Mathworks
7856,4,nimmi001,India,54230,1908,1944,93,12,20200427 233000,VNR Vignana Jyothi Institute of Engineering and Technology
7856,4,harshvasoya008,India,54230,1908,1927,108,11,20190617 150000,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
7856,4,rpp007,India,54230,1908,1953,66,12,20190916 150000,Dharmsinh Desai UniversityNadiad
7856,4,chhotelog,India,54230,1908,1978,38,1,20190114 200000,Malaviya National Institute of TechnologyJaipur
7856,4,akshay321,India,54230,1908,1995,110,7,20171016 150000,Maulana Azad National Institute of TechnologyBhopal
7856,4,knikhil352000,India,54230,1908,1908,30,9,20200413 173000,National Institute of Science and TechnologyBerhampur
7856,4,bibhor97,India,54230,1908,1929,67,5,20171016 150000,Indian Institute of Technology Bhubaneswar
7856,4,vanshkaul,India,54230,1908,1908,50,7,20200615 150000,Pune Institute of Computer Technology
7856,4,sagar2405,India,54230,1908,1908,58,8,20190416 000000,Institute of Engineering and TechnologyDevi Ahilya Vishwavidyalaya
7856,4,ksc1,India,54230,1908,1908,59,5,20190213 150002,National Institute of Technology Warangal
7856,4,coderh,India,54230,1908,2027,91,18,20200817 150000,International Institute of Information TechnologyHyderabad
7856,4,nishantwrp2,India,54230,1908,1908,28,2,20191216 150000,Indian Institute of Technology BHU
7856,4,saikot,India,54230,1908,1908,201,0,20140721 010000,Verizon Data Services India Pvt Ltd
7856,4,ptani,India,54230,1908,1908,40,5,20200511 150000,Thapar Institute of Engineering  Technology
7856,4,arun001,India,54230,1908,1908,187,6,20190415 150002,Birla Institute of Technology and Science
7856,4,ajay1108,India,54230,1908,1908,81,4,20200824 001502,Indian Institute of Technology Dhanbad
7856,4,halin,Russia,1590,1908,1908,13,0,20170118 150000,Lomonosov Moscow State University
7856,4,wibisono,Indonesia,300,1908,1908,29,4,20200615 150000,Institut Teknologi Bandung
7856,4,akshidi1,India,54230,1908,1908,115,14,20200817 150000,The LNM Institute of Information TechnologyJaipur
7856,4,nandianirban,India,54230,1908,1908,52,1,20200817 150002,Indian Institute of Technology Patna
7856,4,gauravitachi,India,54230,1908,1971,81,20,20200413 173000,
7856,4,codeku,India,54230,1908,1908,13,2,20200530 223002,Delhi Technological University
7856,4,tsumit23,India,54230,1908,1961,81,12,20180917 150000,Harcourt Butler Technical UniversityKanpur
7856,4,jatincodes,India,54230,1908,1953,173,32,20170612 150000,Birla Institute of Technology  Science PilaniHyderabad Campus
7856,4,raihanruhin,Bangladesh,1760,1908,2123,80,2,20150921 000000,Jahangirnagar University
7856,4,aniket144,India,54230,1908,1908,70,13,20180417 150000,Indian Institute of Technology BHU
7856,4,daxkofficial,India,54230,1908,1910,102,8,20200824 001502,National Institute of TechnologyKurukshetra
7856,4,codent47,India,54230,1908,2019,58,9,20180716 150010,Birla Institute of Technology  Science PilaniGoa Campus
7856,4,awesomeshek,India,54230,1908,1910,37,6,20200615 150000,Army Institute of Technology
7907,4,codedontlie,India,54660,1907,1918,44,3,20200829 223000,Institute of Engineering and TechnologyDevi Ahilya Vishwavidyalaya
7907,4,amunation,India,54660,1907,1925,155,25,20200627 223000,
7907,4,tamoghna99,India,54660,1907,1907,74,7,20200615 150000,
7907,4,imasnegi,India,54660,1907,1907,119,14,20191015 180000,Govind Ballabh Pant Engineering CollegePauri Garhwal
7907,4,trytobe8tme,India,54660,1907,1907,35,5,20190812 150002,Dhirubhai Ambani Institute of Information and Communication TechnologyGandhinagar
7907,4,frontalobe,India,54660,1907,1907,16,1,20200229 223002,Indian Institute of Technology Dhanbad
7907,4,srutarshi06,India,54660,1907,1907,82,21,20200817 150000,Meghnad Saha Institute of TechnologyKolkata
7907,4,pratku123,India,54660,1907,1994,379,14,20180423 000000,Maharaja Surajmal Institute of Technology
7907,4,lilvisionlil,India,54660,1907,1936,169,11,20190416 000000,National Institute of Technology Raipur
7907,4,ankukarda,India,54660,1907,2058,75,8,20161212 150000,Indian Institute of Technology Dhanbad
7907,4,greenticks,India,54660,1907,1907,16,1,20191021 000000,VNR Vignana Jyothi Institute of Engineering and Technology
7907,4,saumyadeep,India,54660,1907,1907,161,21,20150817 150000,Maulana Azad National Institute of TechnologyBhopal
7907,4,arpan4775,India,54660,1907,1907,90,13,20200819 233000,Indian Institute of Information TechnologyPune
